,french,spanish,Distances
272,endroit,lugar,0.25
273,pourrais,pudo,0.25
274,corps,cuerpo,0.75
275,façon,camino,0.3333333333333333
276,donné,dado,0.25
277,est-il,lo es,0.0
278,voici,aquí está,0.0
279,train,tren,1.0
280,dont,cuyo,0.0
281,écoute,escuchar,0.2
282,yeux,ojos,0.0
283,trouve,encontrar,0.3333333333333333
284,pouvoir,poder,0.6666666666666666
285,type,tipo,0.6666666666666666
286,perdu,perdió,0.75
287,premier,primero,1.0
288,première,primero,0.8
289,côté,lado,0.0
290,point,punto,1.0
291,tellement,mucho,0.16666666666666666
292,main,mano,1.0
293,tiens,aquí,0.0
294,enfant,niño,0.25
295,vieux,antiguo,0.0
296,matin,mañana,0.6666666666666666
297,venu,vino,1.0
298,pardon,perdón,0.8
299,là-bas,lo bajo,0.4
300,suite,después,0.2
301,vers,hacia,0.0
302,minutes,minutos,1.0
303,demandé,pedir,0.2
304,venez,venir,0.6666666666666666
305,devant,delante,0.75
306,dr,dr.,0.6666666666666666
307,enfin,finalmente,0.3333333333333333
308,arrêter,parar,0.4
309,cause,causa,1.0
310,nouvelle,nueva,0.5
311,attendez,espere,0.0
312,chambre,habitación,0.0
313,droit,correcto,0.4
314,parti,izquierda,0.25
315,mis,poner,0.0
316,eau,agua,0.0
317,compte,cuenta,0.5
318,dirait,diría,0.6666666666666666
319,terre,tierra,1.0
320,belle,precioso,0.0
321,espère,esperar,0.75
322,aimerais,gustaria,0.0
323,loin,lejos,0.3333333333333333
324,as-tu,tienes,0.0
325,mari,esposo,0.0
326,donne,dado,0.3333333333333333
327,fin,final,0.6666666666666666
328,croire,creer,1.0
329,mme,sra,0.0
330,gros,grueso,1.0
331,boulot,curro,0.0
332,plutôt,en cambio,0.0
333,chérie,cariño,0.25
334,prêt,listo,0.25
335,filles,muchachas,0.16666666666666666
336,bureau,despacho,0.0
337,mourir,morir,1.0
338,hier,el dia de ayer,0.125
339,possible,posible,0.8
340,jouer,jugar,0.6666666666666666
341,demander,pedir,0.4
342,celui,el único,0.0
343,voulait,quería,0.0
344,beau,hermoso,0.0
345,jeune,joven,0.6666666666666666
346,euh,oh,1.0
347,dehors,afuera,0.25
348,docteur,médico,0.0
349,a-t-il,él tiene,0.0
350,confiance,confianza,0.8
351,appeler,llamar,0.25
352,années,años,0.25
353,vérité,verdad,0.4
354,école,escuela,0.6666666666666666
355,chef,jefe,0.3333333333333333
356,femmes,mujeres,0.25
357,propos,sobre,0.0
358,semaine,semana,1.0
359,vivre,vivir,1.0
360,regardez,mira,0.2
361,feu,fuego,0.5
362,journée,tiempo de día,0.0
363,madame,señora,0.0
364,hey,oye,0.5
365,téléphone,teléfono,0.5714285714285714
366,près,cerca,0.25
367,affaires,negocio,0.0
368,meilleur,mejor,0.5
369,devez,deber,0.3333333333333333
370,dessus,arriba,0.0
371,mains,manos,1.0
372,penses,pensar,0.75
373,prie,rezar,0.3333333333333333
374,équipe,tripulación,0.14285714285714285
375,vas-y,avanzar,0.25
376,grande,grande,1.0
377,manger,comer,0.25
378,arriver,llegar,0.25
379,dur,difícil,0.2
380,guerre,guerra,1.0
381,appelé,llamó,0.0
382,marche,caminando,0.2
383,sécurité,seguridad,0.3333333333333333
384,garçon,niño,0.0
385,essaie,probar,0.0
386,important,importante,1.0
387,dites,decir,0.3333333333333333
388,exactement,exactamente,1.0
389,font,hacen,0.0
390,fort,fuerte,1.0
391,presque,casi,0.25
392,plein,completo,0.4
393,derrière,detrás,0.4
394,ben,bien,1.0
395,mariage,boda,0.0
396,parents,padres,0.4
397,capitaine,capitán,0.8
398,dernier,ultimo,0.0
399,fou,loco,0.0
400,ceux,aquellos,0.0
401,tomber,caer,0.25
402,attendre,esperar,0.2
403,vue,visto,0.3333333333333333
404,pensé,pensar,0.75
405,souviens,recuerda,0.0
406,envie,urgir,0.0
407,fête,fiesta,0.6666666666666666
408,jeu,juego,0.5
409,génial,estupendo,0.2
410,pays,país,0.6666666666666666
411,garde,mantener,0.0
412,cours,clase,0.6666666666666666
413,bientôt,pronto,0.2
414,ii,yo,0.0
415,numéro,número,0.5
416,personnes,gente,0.16666666666666666
417,cinq,cinco,0.6666666666666666
418,parfait,perfecto,0.8
419,excusez-moi,discúlpeme,0.2857142857142857
420,laissé,dejar solo,0.16666666666666666
421,ainsi,de este modo,0.14285714285714285
422,retour,devolver,0.2
423,semble,parece,0.0
424,autant,como mucho,0.0
425,peine,tristeza,0.0
426,minute,minuto,1.0
427,essayé,intentó,0.0
428,plan,plan,1.0
429,instant,instante,1.0
430,prison,prisión,0.8
431,penser,pensar,1.0
432,essayer,probar,0.25
433,prend,tomar,0.0
434,arme,armado,0.6666666666666666
435,mauvais,equivocado,0.25
436,mot,palabra,0.0
437,travailler,trabajar,0.5
438,quatre,cuatro,0.6666666666666666
439,rentrer,regresar,0.4
440,regarder,mirar,0.4
441,choix,opcion,0.0
442,êtes-vous,eres,0.16666666666666666
443,parfois,algunas veces,0.125
444,film,película,0.2
445,abord,a bordo,0.75
446,voyez,ver,0.3333333333333333
447,faute,error,0.0
448,facile,fácil,0.75
449,croyais,creía,0.5
450,bas,abajo,0.5
451,changer,cambiar,0.4
452,entendre,escuchar,0.2
453,plaisir,placer,0.75
454,heureux,contento,0.0
455,entrer,entrar,1.0
456,voudrais,gustaría,0.2
457,es-tu,eres,0.0
458,propre,propio,0.75
459,tour,redondo,0.0
460,fera,servirá,0.2
461,ensuite,después,0.2
462,garder,mantener,0.2
463,agent,agente,1.0
464,allait,iba a,0.0
465,lit,cama,0.0
466,travaille,trabajar,0.4
467,adore,adorar,0.6666666666666666
468,amie,amiga,0.5
469,rendre,regresar,0.4
470,allons-y,vamos,0.16666666666666666
471,route,la carretera,0.2857142857142857
472,lieu,evento,0.0
473,année,año,0.0
474,voit,ve,0.5
475,commence,empezar,0.2
476,service,servicio,1.0
477,devoir,a tener que,0.16666666666666666
478,attend,murga,0.0
479,drôle,gracioso,0.25
480,difficile,difícil,0.8
481,sûre,seguro,0.6666666666666666
482,pire,peor,1.0
483,pos,posición,0.4
484,peuvent,pueden,0.5
485,sujet,tema,0.0
486,état,estado,0.3333333333333333
487,ceci,este,0.0
488,impossible,imposible,0.8333333333333334
489,sorte,tipo,0.0
490,perdre,perder,1.0
491,dollars,dolares,0.8
492,voulu,deseado,0.0
493,morte,muerto,1.0
494,ira,iré,0.5
495,faisait,estaba haciendo,0.125
496,bizarre,extraño,0.25
497,oublié,olvidó,0.0
498,arrêtez,deténgase,0.0
499,ferai,servirá,0.2
500,tôt,pronto,0.25
501,inquiète,preocuparse,0.0
502,payer,paga,0.3333333333333333
503,coeur,corazón,0.4
504,dès,desde,0.3333333333333333
505,pouvais,pudo,0.3333333333333333
506,reviens,regresar,0.4
507,chien,perro,0.0
508,suffit,suficiente,0.6
509,prenez,tomar,0.0
510,pensez,pensar,0.75
511,café,café,1.0
512,calme,calma,1.0
513,cherche,buscar,0.2
514,montrer,mostrar,0.8
515,parles,hablar,0.25
516,photo,foto,0.3333333333333333
517,ferme,granja,0.25
518,problèmes,problemas,0.8571428571428571
519,the,té,0.5
520,cœur,corazón,0.2
521,sûrement,seguramente,0.8333333333333334
522,verre,vidrio,0.6666666666666666
523,aimes,amor,0.5
524,devons,tengo que,0.0
525,veulent,desear,0.0
526,doute,duda,0.5
527,musique,música,0.5
528,courant,correr,0.5
529,sauf,excepto,0.0
530,moyen,medio,0.3333333333333333
531,nouvelles,nuevo,0.4
532,puis-je,puedo,0.25
533,avis,aviso,1.0
534,sauver,ahorrar,0.25
535,hôpital,hospital,0.8
536,questions,preguntas,0.3333333333333333
537,meurtre,asesinato,0.0
538,sérieux,serio,0.5
539,seconde,el segundo,0.5
540,trucs,cosas,0.25
541,comprendre,comprender,1.0
542,allais,estaba yendo,0.0
543,esprit,espíritu,0.8
544,cool,frío,0.0
545,mlle,milisegundo,0.3333333333333333
546,marché,mercado,0.6
547,fous,loca,0.0
548,laisse-moi,dejame,0.2
549,haut,alto,0.5
550,salle,sala,0.6666666666666666
551,malade,enfermo,0.0
552,changé,intercambio,0.0
553,gentil,amable,0.25
554,allé,vamos,0.0
555,six,seis,0.5
556,simple,sencillo,0.4
557,john,juan,0.6666666666666666
558,semaines,semanas,1.0
559,celle,que,0.0
560,jack,jack,1.0
561,appris,aprendió,0.2
562,seigneur,caballero,0.2
563,dîner,cena,0.25
564,sors,salir afuera,0.3333333333333333
565,commencé,empezado,0.16666666666666666
566,suppose,ficticio,0.0
567,chemin,sendero,0.0
568,partout,en todas partes,0.3
569,bras,brazo,0.6666666666666666
570,cul,culo,1.0
571,prochaine,siguiente,0.0
572,visage,cara,0.0
573,h,h,1.0
574,meilleure,mejor,0.5
575,face,cara,0.0
576,soirée,tardecita,0.2
577,roi,rey,0.5
578,surtout,sobretodo,0.6
579,retard,demora,0.25
580,écrit,escritura,0.6
581,livre,libro,0.6666666666666666
582,rapport,relación,0.2
583,chéri,querido,0.0
584,message,mensaje,0.5
585,voulez-vous,quiere usted,0.0
586,vaut,valor,0.3333333333333333
587,ferais,haría,0.3333333333333333
588,morts,muerto,0.75
589,boire,beber,0.6666666666666666
590,président,presidente,0.8571428571428571
591,plait,por favor,0.16666666666666666
592,bois,madera,0.0
593,sinon,de lo contrario,0.1111111111111111
594,erreur,error,1.0
595,new,nuevo,0.5
596,ecoute,escuchar,0.2
597,mr,sres,0.3333333333333333
598,rentre,vete a casa,0.0
599,rendez-vous,cita,0.0
600,devait,tuve que,0.25
601,revenir,volver,0.25
602,joue,desempeñar,0.0
603,pauvre,pobre,0.6666666666666666
604,devenir,volverse,0.2
605,rencontrer,encontrar,0.8571428571428571
606,sort,deletrear,0.2
607,commencer,comenzar,0.6666666666666666
608,pouvait,pudo,0.3333333333333333
609,occupe,mantenerse ocupado,0.2
610,entends,oír,0.0
611,souvent,frecuentemente,0.25
612,pièce,habitación,0.16666666666666666
613,reçu,recibió,0.25
614,grave,severo,0.0
615,mets,poner,0.0
616,intérieur,interior,0.8
617,honneur,honor,0.75
618,dormir,dormir,1.0
619,an,año,0.0
620,faux,falso,0.3333333333333333
621,messieurs,caballeros,0.3333333333333333
622,groupe,banda,0.0
623,rêve,sueño,0.0
624,carte,mapa,0.0
625,appel,llamar,0.0
626,manque,falta,0.0
627,envoyé,enviado,0.5
628,début,inicio,0.0
629,sam,se sentó,0.16666666666666666
630,puisse,mayo,0.0
631,écoutez,escuchar,0.2
632,laissez-moi,déjame,0.16666666666666666
633,bonsoir,buenas noches,0.375
634,content,contento,1.0
635,secret,secreto,1.0
636,venue,venir,0.6666666666666666
637,cher,querido,0.0
638,dis-moi,dime,0.5
639,effet,efecto,0.6666666666666666
640,voyons,vamos a ver,0.14285714285714285
641,sac,bolso,0.0
642,continue,continúa,0.8
643,acheter,comprar,0.4
644,voix,voz,0.5
645,certains,alguno,0.2
646,occuper,para ocupar,0.5
647,noël,navidad,0.25
648,gagner,ganar,0.75
649,grâce,gracia,0.75
650,maître,maestro,0.75
651,prix,premio,0.6666666666666666
652,mauvaise,malo,0.3333333333333333
653,général,general,0.6666666666666666
654,âge,edad,0.0
655,long,largo,0.6666666666666666
656,rue,calle,0.0
657,tirer,jalar,0.3333333333333333
658,apprendre,aprender,0.8333333333333334
659,cheveux,pelo,0.0
660,noir,negro,0.6666666666666666
661,promis,prometido,0.6
662,patron,jefe,0.0
663,avocat,abogado,0.0
664,force,fuerza,0.6666666666666666
665,accident,accidente,1.0
666,dix,diez,0.5
667,probablement,más probable,0.2222222222222222
668,laissez,dejar,0.0
669,bout,final,0.0
670,ordre,ordenar,0.75
671,armes,armas,1.0
672,cru,creía,0.6666666666666666
673,déteste,odiado,0.2
674,retrouver,encontrar,0.3333333333333333
675,millions,millón,0.6
676,incroyable,increíble,0.8333333333333334
677,voyage,viajar,0.3333333333333333
678,ailleurs,en algún otro lugar,0.15384615384615385
679,oublie,olvidar,0.0
680,ressemble,parece,0.0
681,bienvenue,bienvenidos,0.6666666666666666
682,disparu,desvanecido,0.3333333333333333
683,protéger,proteger,0.8333333333333334
684,utiliser,usar,0.5
685,situation,situación,0.6
686,petits,pequeña,0.25
687,veux-tu,quieres,0.0
688,connaissez,saber,0.16666666666666666
689,simplement,meramente,0.5714285714285714
690,scène,escenario,0.5
691,sœur,hermana,0.0
692,prête,lista,0.25
693,oncle,tío,0.0
694,devriez,debería,0.5
695,liste,listado,0.75
696,soeur,hermana,0.25
697,complètement,completamente,0.8888888888888888
698,dos,espalda,0.0
699,armée,ejército,0.2
700,paix,paz,0.5
701,battre,batir,0.75
702,york,york,1.0
703,crime,delito,0.0
704,anniversaire,aniversario,0.8333333333333334
705,finir,terminar,0.4
706,réussi,exitoso,0.25
707,agit,hechos,0.0
708,i,yo,0.0
709,retourner,dar la vuelta,0.125
710,sale,sucio,0.5
711,libre,libre,1.0
712,bouge,muevete,0.0
713,contrôle,control,0.8333333333333334
714,rappelle,recuerda,0.2
715,arrêté,detenido,0.0
716,hôtel,hotel,0.75
717,idiot,estúpido,0.2
718,okay,okey,1.0
719,rencontré,reunir,0.42857142857142855
720,restez,quédate,0.0
721,absolument,absolutamente,0.8571428571428571
722,mots,palabras,0.2
723,victime,víctima,0.8
724,impression,impresión,0.8333333333333334
725,décidé,decidió,0.6
726,sympa,bonito,0.0
727,pars,abandonar,0.0
728,fasse,hacer,0.0
729,avion,plano,0.3333333333333333
730,bordel,desorden,0.4
731,habitude,hábito,0.5
732,table,mesa,0.0
733,rouge,rojo,0.5
734,système,sistema,0.6666666666666666
735,photos,fotos,0.5
736,médecin,médico,0.8
737,bateau,barco,0.3333333333333333
738,stupide,mudo,0.25
739,faim,hambre,0.25
740,autour,alrededor,0.2
741,fond,abajo,0.0
742,surprise,sorpresa,1.0
743,croyez,creer,0.5
744,devais,tuve que,0.25
745,ligne,línea,0.6666666666666666
746,porter,llevar,0.25
747,imagine,concebido,0.0
748,colère,rabia,0.0
749,clair,luz,0.3333333333333333
750,savait,supo,0.3333333333333333
751,balle,pelota,0.3333333333333333
752,gagné,ganó,0.5
753,or,oro,1.0
754,hors,excepto,0.0
755,magnifique,espléndido,0.14285714285714285
756,risque,riesgo,0.6666666666666666
757,terminé,terminado,0.8
758,su,conocido,0.0
759,heureuse,contento,0.0
760,mission,asignación,0.16666666666666666
761,jolie,bonita,0.0
762,parlez,hablar,0.25
763,présent,aquí,0.0
764,sorti,salió,0.3333333333333333
765,cadeau,presente,0.0
766,expliquer,explique,0.8
767,volé,volar,0.6666666666666666
768,plusieurs,varios,0.4
769,gauche,izquierda,0.0
770,ferait,haría,0.3333333333333333
771,neuf,nuevo,0.5
772,passe-t-il,sucede,0.14285714285714285
773,ouvre,abierto,0.3333333333333333
774,disais,estaba diciendo,0.125
775,dedans,en el interior,0.125
776,disent,decir,0.25
777,pouvons,podemos,0.5
778,allez-y,ve a por ello,0.0
779,suivre,seguir,0.6666666666666666
780,pourra,será capaz,0.14285714285714285
781,inspecteur,inspector,1.0
782,réponse,responder,0.5
783,lumière,luz,0.25
784,pieds,pies,0.6666666666666666
785,pote,camarada,0.0
786,montre,reloj,0.0
787,pied,pie,0.5
788,marcher,caminar,0.2
789,charlie,charlie,1.0
790,envoyer,enviar a,0.5
791,vraie,verdadero,0.4
792,espèce,especies,0.5
793,doivent,deben,0.5
794,allô,hola,0.3333333333333333
795,pareil,lo mismo,0.0
796,vas-tu,vas a ir,0.4
797,soleil,sol,0.6666666666666666
798,camp,acampar,0.75
799,fallait,tuve que,0.0
800,coin,esquina,0.3333333333333333
801,ignore,pasar por alto,0.1111111111111111
802,moitié,mitad,0.6666666666666666
803,you,tú,0.0
804,selon,de acuerdo a,0.0
805,tenir,mantener,0.6
806,grosse,grande,0.5
807,vouloir,querer,0.3333333333333333
808,michael,miguel,0.5
809,vieille,antiguo,0.0
810,devenu,convertirse,0.14285714285714285
811,continuer,seguir,0.2
812,rend,hace,0.0
813,sortie,salida,0.3333333333333333
814,recherche,investigar,0.0
815,arrière,espalda,0.0
816,lire,leer,1.0
817,doucement,suavemente,0.6
818,joli,"bonito, lindo",0.125
819,avance,ventaja,0.5
820,exact,exacto,1.0
821,disait,dijo,0.3333333333333333
822,club,club,1.0
823,arrivée,llegada,0.0
824,tue,matar,0.3333333333333333
825,laquelle,cuál,0.25
826,poser,para posar,0.5
827,chaud,caliente,0.25
828,aimé,me gusta,0.2
829,david,david,1.0
830,fais-tu,estás haciendo,0.1111111111111111
831,tom,tomás,0.5
832,professeur,profesor,0.8333333333333334
833,quitter,abandonar,0.2
834,loi,ley,0.5
835,tueur,asesino,0.0
836,donne-moi,dame,0.4
837,flics,policías,0.6
838,connaître,saber,0.16666666666666666
839,lettre,carta,0.25
840,forme,forma,1.0
841,connaît,sabe,0.0
842,conseil,consejo,0.75
843,bar,bar,1.0
844,normal,normal,1.0
845,danger,peligro,0.5
846,dangereux,peligroso,0.4
847,folle,mujer loca,0.16666666666666666
848,jure,jurado,0.6666666666666666
849,tiré,dibujado,0.0
850,essaye,probar,0.0
851,bonnes,bueno,0.5
852,offre,oferta,0.3333333333333333
853,but,objetivo,0.5
854,froid,frío,0.6666666666666666
855,allez-vous,vas a ir,0.0
856,prêts,prestamos,0.6666666666666666
857,tranquille,calma,0.16666666666666666
858,gamin,niño,0.0
859,joe,josé,0.3333333333333333
860,classe,clase,0.75
861,joué,desempeñar,0.0
862,poste,trabajo,0.0
863,con,estafa,0.0
864,mike,miguel,0.3333333333333333
865,attaque,ofensivo,0.0
866,boîte,caja,0.0
867,enquête,encuesta,0.5
868,visite,visitar,0.75
869,juge,juez,0.5
870,moi-même,yo mismo,0.4
871,bord,borde,1.0
872,debout,vertical,0.2
873,envoie,enviar,0.6666666666666666
874,preuve,evidencia,0.0
875,oublier,olvidar,0.25
876,bons,bueno,0.6666666666666666
877,vivant,vivir,0.5
878,ciel,cielo,1.0
879,lu,leer,0.5
880,touche,toca,0.6666666666666666
881,aimer,amar,1.0
882,faites-vous,lo haces,0.16666666666666666
883,télé,televisor,0.2
884,met,pone,0.0
885,écouter,escuchar,0.4
886,ll,él,0.5
887,pourtant,sin embargo,0.0
888,change,intercambio,0.0
889,triste,triste,1.0
890,droite,derecha,0.5
891,gueule,boca,0.0
892,tombe,caídas,0.0
893,sentir,sentir,1.0
894,ouvrir,abrir,0.6666666666666666
895,travers,mediante,0.0
896,santé,salud,0.25
897,dossier,carpetas,0.0
898,ie,es decir,0.0
899,jeunes,juventud,0.4
900,frank,franco,0.75
901,coucher,dormir,0.25
902,cuisine,cocina,0.6666666666666666
903,monte,montado,0.75
904,pouvez-vous,usted puede,0.0
905,signifie,medio,0.0
906,entrez,adelante,0.0
907,relation,relación,0.6
908,centre,centro,1.0
909,dame,dama,1.0
910,chacun,cada uno,0.5
911,chanson,canción,0.4
912,foutre,mierda,0.0
913,voler,robar,0.3333333333333333
914,blanc,"blanco, blanca",0.4
915,george,jorge,0.6666666666666666
916,certain,cierto,0.75
917,don,don,1.0
918,âme,alma,0.5
919,manière,la manera,0.4
920,flic,policía,0.5
921,décision,decisión,0.6
922,mange,comer,0.0
923,vit,vive,0.5
924,compagnie,empresa,0.4
925,déjeuner,comida,0.0
926,différent,diferente,0.7142857142857143
927,tire,dibujado,0.0
928,ordres,órdenes,0.6
929,clé,llave,0.3333333333333333
930,vaisseau,buque,0.0
931,secondes,segundos,0.8
932,enfer,infierno,0.75
933,sortez,sal,0.25
934,vendre,vender,1.0
935,faisais,estaba haciendo,0.0
936,responsable,responsable,1.0
937,mecs,tipo,0.0
938,nulle,nula,0.6666666666666666
939,signe,signo,1.0
940,lieutenant,teniente,0.8
941,aille,vamos,0.0
942,acheté,comprado,0.2
943,étrange,extraño,0.4
944,diable,demonio,0.3333333333333333
945,viennent,están viniendo,0.3333333333333333
946,monter,subir,0.25
947,là-dedans,ahí,0.0
948,capable,poder,0.25
949,emmener,llevar,0.25
950,écrire,escribir,0.6
951,honte,verguenza,0.2
952,bouche,cargado,0.0
